poet,poet_slug,source_poet_label,attributed_century,within_poet_rank,source_record_id,book_title,poem_title,hemistich_1,hemistich_2,symbolism_score,imagery_score,figurative_score,music_score,compression_score,emotion_score,structure_score,novelty_score,overall_score,within_poet_percentile
مهدی اخوان ثالث,mehdi-akhavan-sales,مهدی اخوان ثالث,14,5,668724,زمستان,نغمه همدرد,روح من منتظر آمدن مرغ شب است,عشق در پنجه غم قلب مرا می‌فشرد,91.55,78.97,79,35.91,98.7,95.24,57.3,68.02,76.92,99.82616253802694
مهدی اخوان ثالث,mehdi-akhavan-sales,مهدی اخوان ثالث,14,6,669165,زمستان,مرداب,ای خوشا زیر و زبرها دیدن,راه پر بیم و بلا پیمودن,77.57,98.59,57.7,66.24,95.12,67.28,59.97,85.65,76.25,99.78270317253369
مهدی اخوان ثالث,mehdi-akhavan-sales,مهدی اخوان ثالث,14,7,668612,دوزخ اما سرد,شهاب‌ها و شب,در چاه بیم، امید به ماه ندیده داشت,و اینک ز مهر دیده خبر می‌دهد سحر,84.17,90.11,57.7,35.9,98.87,94.04,58.17,93.88,76.18,99.73924380704041
مهدی اخوان ثالث,mehdi-akhavan-sales,مهدی اخوان ثالث,14,8,669291,زمستان,بیمار,بیزارم، بیزارم، مادر جان,من دردم بی ساحل,96.77,90.11,79,53.94,74.17,85.46,69.52,34.07,76.09,99.69578444154715
مهدی اخوان ثالث,mehdi-akhavan-sales,مهدی اخوان ثالث,14,9,668736,زمستان,ارمغان فرشته,حزن شیرینی که هم درد است و هم درمان درد,سایه افکن شد به روح آسمان پیمای من,66.5,99.91,90.15,39.65,89.23,81.2,50.22,86.97,75.56,99.6523250760539
مهدی اخوان ثالث,mehdi-akhavan-sales,مهدی اخوان ثالث,14,10,668077,از این اوستا,آنگاه پس از تندر,یا آتشی پاشیده بر آن آب,خاموشی مرگش پر از فریاد,99.59,86.35,98.18,29.37,99.23,33.24,41.06,91.06,74.34,99.60886571056062
نیما یوشیج (آوای آزاد),nima-yushij,نیما یوشیج,14,1,653613,مجموعه اشعار,از : قصه ی رنگ پریده ، خون سرد,آفت جان من آخر عشق شد,علت سوزش سراسر عشق شد,94.48,86.35,95.44,94.58,88.68,91.67,90.74,71.67,90.33,100
نیما یوشیج (آوای آزاد),nima-yushij,نیما یوشیج,14,2,653880,مجموعه اشعار,افسانه,عاشق : لیک افسوس ! چون مارم این درد,می گزد بند هر بند جان را,98.96,78.97,97.93,46.28,86.86,95.24,68.92,96.81,84.17,99.92514970059881
نیما یوشیج (آوای آزاد),nima-yushij,نیما یوشیج,14,3,653621,مجموعه اشعار,از : قصه ی رنگ پریده ، خون سرد,بگذرد ایام عشق و اشتیاق,سوز خاطر ،‌سوز جان ،‌درد فراق,94.48,86.35,79,56.22,98.01,97.38,22.81,97.17,81.07,99.8502994011976
نیما یوشیج (آوای آزاد),nima-yushij,نیما یوشیج,14,4,654520,مجموعه اشعار,شب است,چه اندیشه ولیکن، که چه خواهد بود با ما صبح؟,چو صبح از کوه سر بر کرد، می پوشد ازین طوفان رخ آیا صبح؟,85.77,66.88,96.52,87.31,79.52,36.72,82.27,98.12,78.92,99.77544910179641
نیما یوشیج (آوای آزاد),nima-yushij,نیما یوشیج,14,5,653724,مجموعه اشعار,افسانه,بر رخ سبزه ، شب ژاله می زد,روی آن ماه ، از گرمی عشق,99.77,99.16,87.48,13.38,94.47,51.09,71.79,86.59,76.1,99.7005988023952
نیما یوشیج (آوای آزاد),nima-yushij,نیما یوشیج,14,6,654181,مجموعه اشعار,مفسده ی گل,صبح چو انوار سرافکنده زد,گل به دم باد وزان خنده زد,67.75,84.15,79,89.83,70.72,67.28,85.98,59.36,75.8,99.62574850299401
نیما یوشیج (آوای آزاد),nima-yushij,نیما یوشیج,14,7,654129,مجموعه اشعار,یادگار,تقدیر تو بر سرم نوشته,بوسم رخ روز و گیسوی شب,90.27,86.35,94.87,24.94,99.71,33.24,34.97,93.88,71.37,99.10179640718563
نیما یوشیج (آوای آزاد),nima-yushij,نیما یوشیج,14,8,654506,مجموعه اشعار,هنوز از شب...,به مانند خیال عشق تلخ من که می خواند,و مانند چراغ من که سوسو می زند در پنجره ی من,73.34,67.91,99.08,32.43,84.09,39.93,69.76,89.96,68.78,98.72754491017965
نیما یوشیج (آوای آزاد),nima-yushij,نیما یوشیج,14,9,654019,مجموعه اشعار,شیر,نه آبم نه آتش نه کوه از عتاب,که بس بدترم ز آتش و کوه و آب,82.59,24.59,83.29,80.28,82.47,33.24,92.51,68.89,68.01,98.57784431137725
نیما یوشیج (آوای آزاد),nima-yushij,نیما یوشیج,14,10,654177,مجموعه اشعار,گل نازدار,هر که چو گل جانب دل ها شکست,چون که بپژمرد به غم برنشست,73.34,78.97,99.08,58.18,91.83,56.08,22.99,19.46,67.42,98.50299401197606
پروین اعتصامی,parvin-etesami,پروین اعتصامی,14,1,617537,مثنویات، تمثیلات و مقطعات,روح آزاد,برتری تنها برنگ و بوی نیست,آینه جان از برای روی نیست,95.96,98.59,79,95.7,92.9,0,93.47,97.81,81.98,100
پروین اعتصامی,parvin-etesami,پروین اعتصامی,14,2,617408,مثنویات، تمثیلات و مقطعات,ذره و خفاش,چو خور شد دشمن آزادی من,رخ دشمن چه تاریک و چه روشن,97.67,95.99,98.27,65.98,18.48,93.79,82.21,97.18,81.84,99.98192988796531
پروین اعتصامی,parvin-etesami,پروین اعتصامی,14,3,617396,مثنویات، تمثیلات و مقطعات,ذره و خفاش,چو روشن شد رهم زان چهر رخشان,چه غم گر موج بینم یا که طوفان,72,97.31,98.83,68.53,93.81,80.12,46.85,89.77,81.82,99.96385977593062
پروین اعتصامی,parvin-etesami,پروین اعتصامی,14,4,617365,مثنویات، تمثیلات و مقطعات,ذره,گهی، رونده سحابی گرفت چهره مهر,گهی، هوا چو یم عشق گشت طوفانی,75.81,81.39,92.66,47.46,99.4,89.7,89.27,90.52,81.73,99.94578966389591
پروین اعتصامی,parvin-etesami,پروین اعتصامی,14,5,618585,مثنویات، تمثیلات و مقطعات,کعبه دل,چو بزم من، بساط روشنی نیست,چو ملک من، سرای ایمنی نیست,67.75,84.15,96.52,96.2,55.15,67.28,99.67,87.74,80.64,99.92771955186122
پروین اعتصامی,parvin-etesami,پروین اعتصامی,14,6,618966,مثنویات، تمثیلات و مقطعات,گل پژمرده,هر تنی، روشنتر از جانی شده,هر گل سرخی، گلستانی شده,99.58,93.62,85.38,93.2,88.68,0,98,70.38,80.14,99.90964943982654
پروین اعتصامی,parvin-etesami,پروین اعتصامی,14,7,618845,مثنویات، تمثیلات و مقطعات,گره گشای,درد اگر باشد یکی، دارو یکی است,جان فدای آنکه درد او یکی است,73.34,91.62,57.7,99.21,90.28,88.43,99.33,22.75,79.21,99.89157932779183
پروین اعتصامی,parvin-etesami,پروین اعتصامی,14,8,619707,مثنویات، تمثیلات و مقطعات,نغمه خوشه‌چین,فقرم چو گشت دوست، شنیدم ز دوستان,آن طعنه‌ها، که چشم ز دشمن نداشتم,79.96,78.97,97.29,41.5,86.38,98.32,66.67,84.94,79.17,99.87350921575714
پروین اعتصامی,parvin-etesami,پروین اعتصامی,14,9,617779,مثنویات، تمثیلات و مقطعات,سفر اشک,قاصد معشوق بود از کوی عشق,چهره عشاق را بوسید و رفت,93.58,84.15,79,34.93,91.47,90.81,60.64,98.14,79.15,99.85543910372245
پروین اعتصامی,parvin-etesami,پروین اعتصامی,14,10,616798,مثنویات، تمثیلات و مقطعات,جامه عرفان,مرا اخلاص اهل راز دادند,چو جانم جامه ممتاز دادند,81.22,24.59,92.66,96.76,88.56,77.4,94.19,88.12,79.08,99.83736899168775
کامبیز صدیقی کسمایی,kambiz-sedighi-kasmaei,کامبیز صدیقی کسمایی,14,1,671210,در جاده‌های سرخ شفق,شعر بی نام...,در سکوت شب، صدای آب را.,لاله های آتش شتاب را,95.72,86.35,86.67,86.55,85.27,33.24,73.65,96.97,81.44,100
کامبیز صدیقی کسمایی,kambiz-sedighi-kasmaei,کامبیز صدیقی کسمایی,14,2,671023,در جاده‌های سرخ شفق,کوچه,هر چه می بینم، غم انگیز است.,پنجره باز است,81.22,24.59,57.7,87.09,86.35,87.78,68.71,70.68,70.38,99.85693848354794
کامبیز صدیقی کسمایی,kambiz-sedighi-kasmaei,کامبیز صدیقی کسمایی,14,3,671787,در بادهای سرد,عاشقانه ای دیگر,- که در این لحظه، همه، چشم به راهت هستیم -,این شب سرد و غم انگیز و سیاه,92.83,98.76,79,11.72,93.51,43.79,20.47,91.04,68.63,99.71387696709584
کامبیز صدیقی کسمایی,kambiz-sedighi-kasmaei,کامبیز صدیقی کسمایی,14,4,671668,آواز قناری تنها,قصه برای بزرگسالان,دشمن نگاه کن که چه پیروز شد.,فاسد شدیم، فاسد فاسد، به جان دوست!,73.34,24.59,57.7,49.11,92.48,82.3,69.99,86.78,65.11,99.57081545064378
کامبیز صدیقی کسمایی,kambiz-sedighi-kasmaei,کامبیز صدیقی کسمایی,14,5,671667,آواز قناری تنها,قصه برای بزرگسالان,ما را فقط به جان تو، تقلید زندگی است.,دشمن یقین همین را می خواست.,90.79,24.59,79,62.58,96.54,51.09,8.78,87.84,65.05,99.4277539341917
کامبیز صدیقی کسمایی,kambiz-sedighi-kasmaei,کامبیز صدیقی کسمایی,14,6,671115,در جاده‌های سرخ شفق,پیام,و من اکنون تمام مردم شهر فقیرم را,چنان چون جان شیرین دوست می دارم.,90.79,75.92,96.52,25.96,93.81,0,47.84,63.48,64.28,99.28469241773963
کامبیز صدیقی کسمایی,kambiz-sedighi-kasmaei,کامبیز صدیقی کسمایی,14,7,671438,آواز قناری تنها,این نجیب...,آن چشم ها، به جان عزیزان؛ قشنگ تر,از شاه بیت هر غزل عاشقانه است.,94.31,75.92,79,19.01,98.38,0,39.93,90.4,63.56,99.14163090128756
کامبیز صدیقی کسمایی,kambiz-sedighi-kasmaei,کامبیز صدیقی کسمایی,14,8,671235,در جاده‌های سرخ شفق,ای بشارت...,روز و شب می کوشد؟,آه... آیا تو چو من,83.8,24.59,97.29,44.06,53.33,90.24,58.5,32.84,62.85,98.99856938483548
کامبیز صدیقی کسمایی,kambiz-sedighi-kasmaei,کامبیز صدیقی کسمایی,14,9,671965,در بادهای سرد,زندگی را، دوست باید داشت,باید این دیوار را با خاک یکسان کرد.,عشق را باید میان کوچه ها، چون سیل، جاری ساخت.,66.5,24.59,92.66,27.3,95.27,41.78,71.12,88.44,61.42,98.71244635193133
کامبیز صدیقی کسمایی,kambiz-sedighi-kasmaei,کامبیز صدیقی کسمایی,14,10,671672,آواز قناری تنها,از دوست داشتن حرف می زنم (برای «طاهر غزال» شاعر),آسمان چه آبی است,جان من! زمین چه سبز.,95.96,88.72,79,24.52,85.7,36.72,20.16,10.7,61.35,98.56938483547926
ا لیار (جبار محمدی),a-liyar-jabbar-mohammadi,الیار (جبار محمدی),15,1,674887,غزال غزل,تجلی جانان,مرا دردی گران بر جان زناز دلبر آمد,به محراب دلم مهرش چو ماهی انور آمد,95.59,96.91,96.52,89.3,98.05,97.77,90.56,85.17,94.35,100
ا لیار (جبار محمدی),a-liyar-jabbar-mohammadi,الیار (جبار محمدی),15,2,675229,غزال غزل,عشق من,درد مرا یکسره درمان کند؛ عشق من,می کشد افسار هوا، جان کند، عشق من,90.79,75.92,79,97.39,97.14,98.14,88.03,97.98,89.98,99.95208433157643
ا لیار (جبار محمدی),a-liyar-jabbar-mohammadi,الیار (جبار محمدی),15,3,675653,غزال غزل,آتش آشنایی,بوی موی دلبر آمد بر مشامم,گوییا خورشید جان آمد به شامم,98.73,98.59,85.38,84.36,96.15,67.28,78.86,97.4,89.05,99.90416866315284
ا لیار (جبار محمدی),a-liyar-jabbar-mohammadi,الیار (جبار محمدی),15,4,675909,رباعیات و دوبیتی‌ها,شماره ۱۴,دلم تا کام تام از آن مدام جام دلبر برد,سپند جان به مجمر بر رخ مه فام دلبر برد,97.56,68.07,85.38,98.33,92.37,77.4,95.38,99.65,88.78,99.85625299472927
ا لیار (جبار محمدی),a-liyar-jabbar-mohammadi,الیار (جبار محمدی),15,5,675108,غزال غزل,کوی جانان,عاشقان را کوی جانان دردها تسکین دهد,عشق خود را چون نگینی بر من مسکین دهد,90.04,73.41,96.52,95.48,93.69,97.77,87.79,62.69,88.38,99.8083373263057
ا لیار (جبار محمدی),a-liyar-jabbar-mohammadi,الیار (جبار محمدی),15,6,676558,اشعار متفرقه,همره دیرین,تزویر شب غم را، برچین و پگاهم کن,روشن دل راهم کن,98.73,84.15,85.38,87.46,98.95,67.28,53.8,91.02,85.28,99.76042165788212
ا لیار (جبار محمدی),a-liyar-jabbar-mohammadi,الیار (جبار محمدی),15,7,674900,غزال غزل,کاخ بهاران,درهیاهوی خزان من مویه ی گل دیده ام,گرد غم را بر رخ زیبای بلبل دیده ام,96.4,96.23,79,96.36,96.77,43.79,94.43,60.63,84.65,99.71250598945855
ا لیار (جبار محمدی),a-liyar-jabbar-mohammadi,الیار (جبار محمدی),15,8,675955,رباعیات و دوبیتی‌ها,شماره ۳۷,مگذار تا بر بام جان هرگز نشیند بوم ذلت,تا برخراشد گوش جان را ناله های شوم ذلت,82.69,88.72,57.7,92.17,96.77,75.28,95.57,87.1,83.55,99.66459032103498
ا لیار (جبار محمدی),a-liyar-jabbar-mohammadi,الیار (جبار محمدی),15,9,675808,غزال غزل,حلقه نیک اختری,دایره ی عشق من تا زتو محور گرفت,خاک دل از مهر تو صولت اختر گرفت,98.51,24.59,85.38,91.02,95.8,85.46,90.88,96.63,82.62,99.61667465261141
ا لیار (جبار محمدی),a-liyar-jabbar-mohammadi,الیار (جبار محمدی),15,10,675617,غزال غزل,نگین دل,مهر مهرش بر جبین کاینات عالم است,سرفراز از تاج عشقش، جسم و جان آدم است,98.51,24.59,85.38,88.97,97.46,85.46,87.13,96.69,82.24,99.56875898418784
عبدالقهار عاصی,abdul-qahar-asi,عبدالقهار عاصی,15,1,674384,رباعیات,رباعی شماره ۱۴,بی‌گریه و سوز و ساز محزون خفته,چون عاشق یار‌مرده در خون خفته,65.17,98.21,95.44,93.97,51.35,95.89,90.41,71.64,82.63,100
عبدالقهار عاصی,abdul-qahar-asi,عبدالقهار عاصی,15,2,674319,غزل‌ها,آزادی,به خون مرده آتش می‌زند شور نیایش را,به رامش می‌نشاند عشق را همراز آزادی,97.89,75.92,85.38,30.9,98.38,94.59,81.73,99.91,82.22,99.80582524271846
عبدالقهار عاصی,abdul-qahar-asi,عبدالقهار عاصی,15,3,674438,دوبیتی‌ها,دوبیتی شماره ۴,گل رویت بهارستان شاعر,شمیم گیسوانت جان شاعر,98.73,90.11,79,96.17,86.44,0,96.44,97.62,80.81,99.6116504854369
عبدالقهار عاصی,abdul-qahar-asi,عبدالقهار عاصی,15,4,674324,غزل‌ها,تو,درد پایان‌ناپذیر عشق در جانم تویی,لذت و لطف غزل‌های پریشانم تویی,77.57,84.15,57.7,95.49,96.15,96.67,91.13,38.36,80.69,99.41747572815534
